ea_id,com_roadtype,com_vehicles,com_bus,com_urbancenter,com_dailymrkt,com_weeklymrkt,com_postoffice,com_publicphone,com_distprimary,com_classrooms,com_schoolelec,com_medicines,com_clinic,com_distclinic,com_bank
30302601,GRADED GRAVELED,NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30302687,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,0 to 5 kilometes,No
30302692,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30304139,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
30304143,DIRT ROAD (MAINTAINED),YES,Yes,Yes,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
30305082,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
30305258,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
30305277,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,Yes,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
30305506,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
30305561,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,No,No,Yes,No,11 to 15 kilometers,No
30305580,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,11 to 15 kilometers,No
30306024,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
30306056,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,Yes,,No
30306087,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
30306460,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,5 and above kilometers,No,No,No,No,0 to 5 kilometes,No
30306555,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,21 to 25 kilometers,No
30306594,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,3 to 5 kilometers,No,No,Yes,No,6 to 10 kilometers,No
30307577,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
30307678,TAR/ASPHALT,YES,Yes,Yes,Yes,No,Yes,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
30401015,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,In the community,Yes,No,No,No,Above 30 kilometers,No
30401062,TAR/ASPHALT,YES,Yes,No,Yes,No,Yes,YES,5 and above kilometers,Yes,No,Yes,No,26 to 30 kilometers,No
30401178,GRADED GRAVELED,YES,No,No,Yes,Yes,Yes,YES,In the community,Yes,No,Yes,No,6 to 10 kilometers,No
30401397,GRADED GRAVELED,YES,No,No,Yes,Yes,No,NO,In the community,Yes,No,Yes,Yes,,No
30402291,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,,Yes,No,No,No,Above 30 kilometers,No
30402402,DIRT ROAD (MAINTAINED),NO,No,No,No,No,Yes,NO,5 and above kilometers,Yes,No,Yes,No,16 to 20 kilometers,No
30402515,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,YES,In the community,Yes,No,No,No,6 to 10 kilometers,No
30402570,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
30402669,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,In the community,Yes,No,No,No,6 to 10 kilometers,No
30403185,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,In the community,Yes,No,Yes,No,0 to 5 kilometes,No
30403225,DIRT ROAD (MAINTAINED),NO,Yes,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
30403261,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30403444,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,Yes,YES,,Yes,No,Yes,Yes,,No
30403558,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
30403699,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,No,No,No,No,6 to 10 kilometers,No
30403766,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,Yes,No,No,No,0 to 5 kilometes,No
30404093,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,In the community,Yes,No,No,Yes,,No
30404458,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30404493,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,Yes,YES,In the community,Yes,No,Yes,Yes,,No
30405588,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,Yes,No,No,No,Above 30 kilometers,No
30406125,DIRT ROAD (MAINTAINED),YES,No,No,Yes,No,No,NO,,No,No,Yes,No,0 to 5 kilometes,No
30406378,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,In the community,Yes,No,No,Yes,,No
30406710,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,3 to 5 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30420223,TAR/ASPHALT,YES,Yes,No,No,No,Yes,YES,In the community,Yes,No,Yes,Yes,,No
30501008,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,In the community,No,No,Yes,No,11 to 15 kilometers,Yes
30501020,GRADED GRAVELED,YES,No,No,No,Yes,No,NO,In the community,No,No,No,No,6 to 10 kilometers,No
30501359,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,11 to 15 kilometers,No
30501383,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
30501566,GRADED GRAVELED,NO,No,No,No,No,No,NO,In the community,No,No,No,No,11 to 15 kilometers,No
30502418,DIRT TRACK,NO,No,No,No,Yes,No,NO,In the community,Yes,No,No,Yes,,No
30502456,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,6 to 10 kilometers,No
30503214,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
30503292,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,11 to 15 kilometers,No
30503685,DIRT ROAD (MAINTAINED),NO,No,No,Yes,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
30504251,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
30504518,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,6 to 10 kilometers,No
30505180,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,In the community,Yes,No,No,No,6 to 10 kilometers,No
30506017,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
30506031,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
30506105,TAR/ASPHALT,YES,Yes,No,Yes,No,No,NO,In the community,No,No,No,No,6 to 10 kilometers,No
30506326,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,Yes,Yes,Yes,,No
30506457,DIRT ROAD (MAINTAINED),NO,Yes,No,Yes,No,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
30506748,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,3 to 5 kilometers,Yes,Yes,No,No,6 to 10 kilometers,No
30507667,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,In the community,Yes,No,Yes,No,11 to 15 kilometers,No
30508364,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,In the community,Yes,No,Yes,No,0 to 5 kilometes,No
30508435,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,11 to 15 kilometers,No
30508473,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,11 to 15 kilometers,No
30508629,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,6 to 10 kilometers,No
30601052,GRADED GRAVELED,YES,No,No,No,No,No,NO,3 to 5 kilometers,No,No,No,No,6 to 10 kilometers,No
30601144,GRADED GRAVELED,YES,No,No,Yes,No,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
30601190,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
30601191,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,Above 30 kilometers,No
30601428,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,16 to 20 kilometers,No
30601526,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,11 to 15 kilometers,No
30601608,GRADED GRAVELED,YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
30601639,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
30601746,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
30602059,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
30602217,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,,Yes,No,Yes,No,11 to 15 kilometers,No
30602220,GRADED GRAVELED,YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,26 to 30 kilometers,No
30602235,DIRT ROAD (MAINTAINED),YES,No,No,No,No,Yes,YES,3 to 5 kilometers,Yes,No,No,Yes,,No
30602408,GRADED GRAVELED,YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,Above 30 kilometers,No
30602443,GRADED GRAVELED,YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,26 to 30 kilometers,No
30602445,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,5 and above kilometers,Yes,Yes,Yes,No,6 to 10 kilometers,No
30602472,GRADED GRAVELED,YES,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
30602512,GRADED GRAVELED,YES,No,No,No,No,Yes,NO,5 and above kilometers,Yes,No,No,No,0 to 5 kilometes,No
30602713,GRADED GRAVELED,NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,16 to 20 kilometers,No
30602734,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
30620179,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
30620196,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
30620323,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
30620644,GRADED GRAVELED,YES,Yes,Yes,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
30701411,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,No,Yes,YES,Under 2 kilometers,No,No,Yes,Yes,,Yes
30702134,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,No,No,Yes,No,6 to 10 kilometers,No
30703381,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,No
30704158,DIRT ROAD (MAINTAINED),YES,No,No,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,No,Yes,No,16 to 20 kilometers,No
30704313,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,No,No,Yes,No,16 to 20 kilometers,No
30705248,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,YES,5 and above kilometers,No,No,Yes,No,11 to 15 kilometers,No
30705391,GRADED GRAVELED,YES,No,No,No,No,No,YES,3 to 5 kilometers,Yes,Yes,Yes,Yes,,No
30706619,GRADED GRAVELED,NO,No,No,No,No,No,NO,5 and above kilometers,No,No,Yes,No,6 to 10 kilometers,No
30706743,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,YES,3 to 5 kilometers,No,No,Yes,No,6 to 10 kilometers,No
30707534,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,YES,Under 2 kilometers,No,No,Yes,No,16 to 20 kilometers,No
30707722,GRADED GRAVELED,YES,No,No,Yes,Yes,Yes,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,No
30708338,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
30708665,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
30709116,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,No,No,Yes,Yes,,No
30709358,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,YES,5 and above kilometers,No,No,Yes,No,11 to 15 kilometers,No
30709438,DIRT ROAD (MAINTAINED),NO,Yes,No,No,Yes,No,YES,Under 2 kilometers,No,No,Yes,Yes,,No
30709650,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,3 to 5 kilometers,Yes,Yes,Yes,Yes,,No
30709698,TAR/ASPHALT,YES,No,No,No,No,No,YES,,Yes,No,Yes,Yes,,No
30710079,TAR/ASPHALT,YES,Yes,No,Yes,Yes,No,YES,3 to 5 kilometers,Yes,No,Yes,Yes,,No
30710128,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
30710157,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,Under 2 kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
30710451,GRADED GRAVELED,YES,No,No,No,No,No,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
30711684,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,Yes,,No
30720666,TAR/ASPHALT,YES,Yes,Yes,Yes,Yes,Yes,YES,Under 2 kilometers,Yes,Yes,Yes,Yes,,Yes
30801205,GRADED GRAVELED,YES,No,No,No,No,No,NO,,Yes,No,No,No,26 to 30 kilometers,No
30801300,TAR/ASPHALT,YES,Yes,No,No,Yes,Yes,NO,5 and above kilometers,Yes,No,No,Yes,,No
30801305,DIRT TRACK,YES,No,No,No,No,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
30801386,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
30801631,DIRT TRACK,NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30801672,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30801679,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
30802036,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,26 to 30 kilometers,No
30802485,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
30802579,DIRT TRACK,NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30803115,GRADED GRAVELED,YES,No,No,No,No,No,NO,,Yes,No,Yes,No,6 to 10 kilometers,No
30803233,GRADED GRAVELED,YES,Yes,No,Yes,Yes,Yes,YES,,Yes,No,Yes,Yes,,No
30803321,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,6 to 10 kilometers,No
30803480,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,No,No,11 to 15 kilometers,No
30804416,GRADED GRAVELED,YES,Yes,No,Yes,Yes,No,NO,,Yes,No,Yes,Yes,,No
30804426,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
30805259,DIRT ROAD (MAINTAINED),YES,No,No,No,Yes,No,NO,5 and above kilometers,Yes,No,No,No,6 to 10 kilometers,No
30805375,DIRT TRACK,NO,No,No,No,No,No,NO,,No,No,No,No,0 to 5 kilometes,No
30805463,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30805551,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30806145,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,3 to 5 kilometers,Yes,No,No,Yes,,No
30806483,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,,Yes,No,Yes,Yes,,No
30806611,GRADED GRAVELED,NO,No,No,No,Yes,No,NO,5 and above kilometers,Yes,No,Yes,No,6 to 10 kilometers,No
30806630,GRADED GRAVELED,YES,No,No,No,Yes,No,NO,,No,No,No,No,6 to 10 kilometers,No
30901029,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30901054,GRADED GRAVELED,YES,No,No,No,Yes,No,NO,,Yes,No,No,Yes,,No
30901193,DIRT ROAD (MAINTAINED),NO,No,No,No,Yes,No,NO,,Yes,No,No,No,16 to 20 kilometers,No
30901253,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30901275,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30901320,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30901380,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
30901409,DIRT TRACK,NO,No,No,No,Yes,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
30901475,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,,No,No,No,No,6 to 10 kilometers,No
30901550,GRADED GRAVELED,YES,No,No,No,Yes,Yes,YES,,Yes,No,No,No,16 to 20 kilometers,No
30901569,GRADED GRAVELED,YES,Yes,No,No,Yes,No,NO,,Yes,No,No,Yes,,No
30901603,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,NO,,No,No,No,Yes,,No
30901715,DIRT ROAD (MAINTAINED),YES,Yes,No,No,Yes,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
30901720,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30901732,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30901756,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,0 to 5 kilometes,No
30902236,GRADED GRAVELED,NO,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
30902299,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,0 to 5 kilometes,No
30902346,GRADED GRAVELED,NO,No,No,No,No,No,NO,5 and above kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
30902425,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
30902606,DIRT TRACK,YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,0 to 5 kilometes,No
30903114,GRADED GRAVELED,NO,No,No,No,Yes,Yes,NO,3 to 5 kilometers,Yes,No,Yes,Yes,,No
30903528,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,No,No,6 to 10 kilometers,No
30920609,TAR/ASPHALT,YES,Yes,No,Yes,Yes,Yes,YES,,Yes,No,Yes,Yes,,Yes
31001034,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,11 to 15 kilometers,No
31001092,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,0 to 5 kilometes,No
31001123,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,16 to 20 kilometers,No
31001228,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,16 to 20 kilometers,No
31001242,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,Yes,,No
31001333,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31001647,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,6 to 10 kilometers,No
31001749,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,6 to 10 kilometers,No
31002169,TAR/ASPHALT,YES,Yes,No,Yes,No,No,YES,In the community,Yes,No,Yes,No,0 to 5 kilometes,No
31002245,TAR/ASPHALT,YES,Yes,No,No,No,No,YES,Under 2 kilometers,Yes,No,Yes,Yes,,No
31002677,TAR/ASPHALT,YES,Yes,No,Yes,No,No,YES,In the community,Yes,No,Yes,No,0 to 5 kilometes,No
31003100,DIRT TRACK,NO,No,No,No,No,No,NO,,Yes,No,Yes,No,16 to 20 kilometers,No
31003226,DIRT ROAD (MAINTAINED),NO,No,No,Yes,No,No,NO,In the community,Yes,No,Yes,Yes,,No
31003482,GRADED GRAVELED,NO,Yes,No,Yes,Yes,No,YES,In the community,No,No,Yes,No,6 to 10 kilometers,No
31003759,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,3 to 5 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31004098,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
31004312,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,,No,No,Yes,No,0 to 5 kilometes,No
31005061,TAR/ASPHALT,YES,Yes,No,No,No,No,YES,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
31006284,TAR/ASPHALT,YES,Yes,No,Yes,No,No,YES,In the community,Yes,No,Yes,No,6 to 10 kilometers,No
31006556,DIRT TRACK,YES,Yes,No,No,Yes,No,NO,,No,No,Yes,Yes,,No
31007335,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,11 to 15 kilometers,No
31007544,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
31007549,GRADED GRAVELED,NO,Yes,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
31007645,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
31101009,DIRT TRACK,NO,Yes,No,Yes,Yes,No,YES,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31101399,DIRT ROAD (MAINTAINED),YES,No,No,No,No,Yes,YES,In the community,No,No,Yes,Yes,,No
31102266,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
31102591,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,16 to 20 kilometers,No
31104086,GRADED GRAVELED,NO,Yes,No,Yes,Yes,No,YES,3 to 5 kilometers,No,No,Yes,No,0 to 5 kilometes,No
31104147,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
31104361,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,No,No,6 to 10 kilometers,No
31104496,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,,No,Yes,Yes,No,0 to 5 kilometes,No
31104691,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31104696,DIRT ROAD (MAINTAINED),YES,Yes,No,No,No,No,NO,,Yes,No,Yes,No,0 to 5 kilometes,No
31105091,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,,Yes,No,Yes,No,0 to 5 kilometes,No
31105559,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31105581,GRADED GRAVELED,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31106066,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,,No,No,No,No,0 to 5 kilometes,No
31106182,TAR/ASPHALT,YES,Yes,No,No,No,No,YES,Under 2 kilometers,No,No,Yes,Yes,,No
31106519,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
31106574,GRADED GRAVELED,YES,Yes,No,Yes,Yes,Yes,YES,In the community,No,No,Yes,No,0 to 5 kilometes,Yes
31106682,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,0 to 5 kilometes,No
31107406,GRADED GRAVELED,YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,Yes,No,6 to 10 kilometers,No
31108265,DIRT TRACK,NO,No,No,No,No,No,NO,In the community,No,No,Yes,No,6 to 10 kilometers,No
31108703,DIRT ROAD (MAINTAINED),YES,Yes,No,Yes,Yes,No,NO,Under 2 kilometers,Yes,Yes,Yes,Yes,,No
31110462,DIRT TRACK,NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,21 to 25 kilometers,No
31120097,TAR/ASPHALT,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,0 to 5 kilometes,No
31120218,DIRT ROAD (MAINTAINED),YES,No,No,No,No,No,YES,Under 2 kilometers,No,No,Yes,No,0 to 5 kilometes,No
31201007,TAR/ASPHALT,YES,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,No,No,6 to 10 kilometers,No
31201058,TAR/ASPHALT,YES,Yes,No,No,No,No,NO,Under 2 kilometers,No,No,No,No,6 to 10 kilometers,No
31201104,DIRT ROAD (MAINTAINED),NO,No,No,No,No,No,NO,Under 2 kilometers,Yes,No,Yes,No,11 to 15 kilometers,No
